question_id,item,component,year,document_id,source_line_1,row_index,column_index,raw_value,review_note
939,3,a,2022,HHS_financial_statements_2022_consolidated,246,24,3,(12.059.071.393),Hao mòn lũy kế TSCĐ hữu hình cuối năm
939,3,b,2022,HHS_financial_statements_2022_consolidated,246,23,3,31.692.909.172,Nguyên giá TSCĐ hữu hình cuối năm
939,4,a,2022,HUT_financial_statements_2022_consolidated,305,27,4,(1.812.165.288.740),Hao mòn lũy kế TSCĐ hữu hình cuối năm
939,4,b,2022,HUT_financial_statements_2022_consolidated,305,26,4,7.484.988.382.760,Nguyên giá TSCĐ hữu hình cuối năm
940,1,a,2019,SJG_financial_statements_2019_consolidated,362,6,4,374.436.040.648,Doanh thu tài chính trên báo cáo kết quả kinh doanh
940,2,a,2020,SJG_financial_statements_2020_consolidated,389,6,4,217.131.860.091,Doanh thu tài chính trên báo cáo kết quả kinh doanh
940,3,a,2021,SJG_financial_statements_2021_consolidated,358,6,4,227.472.182.555,Doanh thu tài chính trên báo cáo kết quả kinh doanh
979,1,b,2022,POW_financial_statements_2022_consolidated,379,6,4,445.221.020.562,Doanh thu hoạt động tài chính trên báo cáo kết quả kinh doanh
979,4,b,2022,GEG_financial_statements_2022_consolidated,300,6,3,213.920.427.160,Doanh thu hoạt động tài chính trên báo cáo kết quả kinh doanh
988,2,a,2021,SJG_financial_statements_2021_consolidated,358,22,4,804,EPS trên báo cáo kết quả kinh doanh
994,1,a,2019,QNS_financial_statements_2019_consolidated,413,9,4,785.326.185.604,Chi phí bán hàng trên báo cáo kết quả kinh doanh
994,2,a,2020,QNS_financial_statements_2020_consolidated,476,9,3,654.113.883.340,Chi phí bán hàng trên báo cáo kết quả kinh doanh
994,3,a,2021,QNS_financial_statements_2021_consolidated,501,9,4,693.932.847.200,Chi phí bán hàng trên báo cáo kết quả kinh doanh
994,4,a,2022,QNS_financial_statements_2022_consolidated,461,9,4,868.297.002.640,Chi phí bán hàng trên báo cáo kết quả kinh doanh
994,5,a,2023,QNS_financial_statements_2023_consolidated,585,9,4,805.491.960.579,Chi phí bán hàng trên báo cáo kết quả kinh doanh
1011,2,a,2023,SSB_financial_statements_2023_separate,1632,7,1,274.352,Tiền vay bên liên quan tại Ngân hàng
1011,3,a,2024,SSB_financial_statements_2024_separate,2138,26,1,4.300.000,Tiền vay bên liên quan tại Ngân hàng
821,1,a,2017,OCB_financial_statements_2017_separate,1259,5,1,4.423.443.894.553,Dư nợ ngành kinh doanh bất động sản
821,1,b,2017,OCB_financial_statements_2017_separate,1259,14,1,48.182.976.683.825,Tổng dư nợ cùng bảng phân tích theo ngành
821,2,a,2020,OCB_financial_statements_2020_separate,1169,8,1,6.268.194.676.278,Dư nợ ngành kinh doanh bất động sản
821,2,b,2020,OCB_financial_statements_2020_separate,1169,14,1,89.237.886.166.154,Tổng dư nợ cùng bảng phân tích theo ngành
821,3,a,2024,OCB_financial_statements_2024_separate,1433,2,1,28.851.442.834.099,Dư nợ ngành kinh doanh bất động sản
821,3,b,2024,OCB_financial_statements_2024_separate,1433,14,1,170.844.469.638.663,Tổng dư nợ cùng bảng phân tích theo ngành
821,4,a,2025,OCB_financial_statements_2025_separate,1876,1,1,38.045.493.326.685,Dư nợ ngành kinh doanh bất động sản
821,4,b,2025,OCB_financial_statements_2025_separate,1876,16,1,198.764.945.826.810,Tổng dư nợ cùng bảng phân tích theo ngành
828,1,a,2017,ACB_financial_statements_2017_separate,296,15,3,(1.744.010),Tổng dự phòng rủi ro cho vay khách hàng
828,1,b,2017,ACB_financial_statements_2017_separate,1660,3,1,314.038,Nợ nhóm 3
828,1,c,2017,ACB_financial_statements_2017_separate,1660,4,1,275.371,Nợ nhóm 4
828,1,d,2017,ACB_financial_statements_2017_separate,1660,5,1,782.874,Nợ nhóm 5
828,2,a,2020,ACB_financial_statements_2020_separate,187,15,3,(2.820.771),Tổng dự phòng rủi ro cho vay khách hàng
828,2,b,2020,ACB_financial_statements_2020_separate,1495,3,1,211.975,Nợ nhóm 3
828,2,c,2020,ACB_financial_statements_2020_separate,1495,4,1,405.975,Nợ nhóm 4
828,2,d,2020,ACB_financial_statements_2020_separate,1495,5,1,1.212.078,Nợ nhóm 5
828,3,a,2021,ACB_financial_statements_2021_separate,219,14,3,(5.719.399),Tổng dự phòng rủi ro cho vay khách hàng
828,3,b,2021,ACB_financial_statements_2021_separate,1862,3,1,533.281,Nợ nhóm 3
828,3,c,2021,ACB_financial_statements_2021_separate,1862,4,1,869.171,Nợ nhóm 4
828,3,d,2021,ACB_financial_statements_2021_separate,1862,5,1,1.370.768,Nợ nhóm 5
828,4,a,2022,ACB_financial_statements_2022_separate,160,15,3,(4.711.430),Tổng dự phòng rủi ro cho vay khách hàng
828,4,b,2022,ACB_financial_statements_2022_separate,1479,3,1,441.556,Nợ nhóm 3
828,4,c,2022,ACB_financial_statements_2022_separate,1479,4,1,435.594,Nợ nhóm 4
828,4,d,2022,ACB_financial_statements_2022_separate,1479,5,1,2.156.134,Nợ nhóm 5
828,5,a,2024,ACB_financial_statements_2024_separate,158,14,3,(6.587.094),Tổng dự phòng rủi ro cho vay khách hàng
828,5,b,2024,ACB_financial_statements_2024_separate,1561,3,1,917.308,Nợ nhóm 3
828,5,c,2024,ACB_financial_statements_2024_separate,1561,4,1,962.977,Nợ nhóm 4
828,5,d,2024,ACB_financial_statements_2024_separate,1561,5,1,6.735.014,Nợ nhóm 5
839,1,a,2017,BSR_financial_statements_2017_consolidated,238,15,3,(96.412.876.496),Dự phòng giảm giá hàng tồn kho
839,1,b,2017,BSR_financial_statements_2017_consolidated,238,14,3,8.139.311.457.689,Hàng tồn kho giá gốc
839,2,a,2019,BSR_financial_statements_2019_consolidated,223,15,4,(20.033.774.981),Dự phòng giảm giá hàng tồn kho
839,2,b,2019,BSR_financial_statements_2019_consolidated,223,14,4,8.535.271.500.226,Hàng tồn kho giá gốc
839,3,a,2021,BSR_financial_statements_2021_consolidated,533,15,4,(18.489.988.587),Dự phòng giảm giá hàng tồn kho
839,3,b,2021,BSR_financial_statements_2021_consolidated,533,14,4,10.376.585.353.744,Hàng tồn kho giá gốc
839,4,a,2024,BSR_financial_statements_2024_consolidated,256,15,4,-,Dự phòng giảm giá hàng tồn kho không phát sinh theo ô nguồn
839,4,b,2024,BSR_financial_statements_2024_consolidated,256,14,4,15.890.950.395.456,Hàng tồn kho giá gốc
839,5,a,2025,BSR_financial_statements_2025_consolidated,368,13,4,(131.015.917.907),Dự phòng giảm giá hàng tồn kho
839,5,b,2025,BSR_financial_statements_2025_consolidated,368,12,4,12.797.925.022.543,Hàng tồn kho giá gốc
849,1,a,2018,SAB_financial_statements_2018_consolidated,1436,3,1,634.592.696.360,Chi phí khấu hao và phân bổ
849,1,b,2018,SAB_financial_statements_2018_consolidated,1436,1,1,5.813.809.353.665,Chi phí nguyên vật liệu
849,1,c,2018,SAB_financial_statements_2018_consolidated,1436,2,1,1.764.524.052.187,Chi phí nhân công
849,1,d,2018,SAB_financial_statements_2018_consolidated,1436,4,1,3.299.307.255.808,Chi phí dịch vụ mua ngoài
849,1,e,2018,SAB_financial_statements_2018_consolidated,1436,5,1,646.656.970.561,Chi phí khác
849,2,a,2020,SAB_financial_statements_2020_consolidated,1559,3,1,593.451.595.931,Chi phí khấu hao và phân bổ
849,2,b,2020,SAB_financial_statements_2020_consolidated,1559,1,1,5.367.647.284.900,Chi phí nguyên vật liệu
849,2,c,2020,SAB_financial_statements_2020_consolidated,1559,2,1,1.507.607.536.510,Chi phí nhân công
849,2,d,2020,SAB_financial_statements_2020_consolidated,1559,4,1,2.876.725.251.113,Chi phí dịch vụ mua ngoài
849,2,e,2020,SAB_financial_statements_2020_consolidated,1559,5,1,542.196.698.775,Chi phí khác
849,3,a,2024,SAB_financial_statements_2024_consolidated,1653,4,1,548.883.626.755,Chi phí khấu hao và phân bổ
849,3,b,2024,SAB_financial_statements_2024_consolidated,1653,1,1,7.849.174.906.031,Chi phí nguyên vật liệu
849,3,c,2024,SAB_financial_statements_2024_consolidated,1653,3,1,1.717.796.120.922,Chi phí nhân công
849,3,d,2024,SAB_financial_statements_2024_consolidated,1653,2,1,3.878.645.958.871,Chi phí dịch vụ mua ngoài
849,3,e,2024,SAB_financial_statements_2024_consolidated,1653,5,1,675.003.471.040,Chi phí khác
849,4,a,2025,SAB_financial_statements_2025_consolidated,1852,4,1,730.272.467.434,Chi phí khấu hao và phân bổ
849,4,b,2025,SAB_financial_statements_2025_consolidated,1852,1,1,9.392.816.124.244,Chi phí nguyên vật liệu
849,4,c,2025,SAB_financial_statements_2025_consolidated,1852,3,1,1.952.113.865.896,Chi phí nhân công
849,4,d,2025,SAB_financial_statements_2025_consolidated,1852,2,1,3.826.738.803.498,Chi phí dịch vụ mua ngoài
849,4,e,2025,SAB_financial_statements_2025_consolidated,1852,5,1,783.554.386.906,Chi phí khác
877,1,a,2023,HDB_financial_statements_2023_consolidated_2,1882,1,1,23.657.737,Chi phí lãi tiền gửi
877,1,b,2023,HDB_financial_statements_2023_consolidated_2,1882,5,1,30.456.603,Tổng chi phí lãi cùng bảng
877,2,a,2024,HDB_financial_statements_2024_consolidated,1871,1,1,20.578.179,Chi phí lãi tiền gửi
877,2,b,2024,HDB_financial_statements_2024_consolidated,1871,5,1,27.138.452,Tổng chi phí lãi cùng bảng
877,3,a,2025,HDB_financial_statements_2025_consolidated,1882,2,1,26.150.925,Chi phí lãi tiền gửi
877,3,b,2025,HDB_financial_statements_2025_consolidated,1882,6,1,33.246.226,Tổng chi phí lãi cùng bảng
882,1,a,2017,NLG_financial_statements_2017_consolidated,1435,1,1,14.492.892.666,Tiền thuê tương lai phải thu dưới một năm
882,1,b,2017,NLG_financial_statements_2017_consolidated,1435,4,1,35.769.397.806,Tổng tiền thuê tương lai phải thu
882,2,a,2017,VIC_financial_statements_2017_consolidated,2324,2,1,2.704.061.603.249,Tiền thuê tương lai phải thu đến một năm
882,2,b,2017,VIC_financial_statements_2017_consolidated,2324,5,1,13.235.439.236.527,Tổng tiền thuê tương lai phải thu
882,3,a,2017,DIG_financial_statements_2017_consolidated,1726,1,1,3.374.235.992,Tiền thuê tương lai phải thu dưới một năm
882,3,b,2017,DIG_financial_statements_2017_consolidated,1726,4,1,139.749.577.356,Tổng tiền thuê tương lai phải thu
882,4,a,2017,SNZ_financial_statements_2017_consolidated,2269,1,1,378.918.853.419,Tiền thuê tương lai phải thu dưới một năm
882,4,b,2017,SNZ_financial_statements_2017_consolidated,2269,4,1,7.156.738.806.762,Tổng tiền thuê tương lai phải thu
885,1,a,2021,STB_financial_statements_2021_consolidated,1756,2,1,1.822.241,Chứng chỉ tiền gửi dưới 12 tháng
885,1,b,2021,STB_financial_statements_2021_consolidated,1756,3,1,5.903.855,Chứng chỉ tiền gửi từ 12 tháng đến dưới 5 năm
885,1,c,2021,STB_financial_statements_2021_consolidated,1756,4,1,13.377.683,Chứng chỉ tiền gửi từ 5 năm trở lên
885,2,a,2022,STB_financial_statements_2022_consolidated,1815,2,1,304.654,Chứng chỉ tiền gửi dưới 12 tháng
885,2,b,2022,STB_financial_statements_2022_consolidated,1815,3,1,4.849.570,Chứng chỉ tiền gửi từ 12 tháng đến dưới 5 năm
885,2,c,2022,STB_financial_statements_2022_consolidated,1815,4,1,13.366.083,Chứng chỉ tiền gửi từ 5 năm trở lên
885,3,a,2025,STB_financial_statements_2025_consolidated,2080,2,1,523.859,Chứng chỉ tiền gửi dưới 12 tháng
885,3,b,2025,STB_financial_statements_2025_consolidated,2080,3,1,25.610.061,Chứng chỉ tiền gửi từ 12 tháng đến dưới 5 năm
885,3,c,2025,STB_financial_statements_2025_consolidated,2080,4,1,8.050.784,Chứng chỉ tiền gửi từ 5 năm trở lên
955,1,a,2019,ACB_financial_statements_2019_separate,2388,1,1,143.115.446,Cho vay ngắn hạn
955,1,b,2019,ACB_financial_statements_2019_separate,2388,4,1,265.981.486,Tổng dư nợ cùng bảng kỳ hạn
955,2,a,2019,MBB_financial_statements_2019_separate,1189,1,1,117.047.164,Cho vay ngắn hạn
955,2,b,2019,MBB_financial_statements_2019_separate,1189,4,1,239.082.993,Tổng dư nợ cùng bảng kỳ hạn
955,3,a,2019,BID_financial_statements_2019_separate,1010,1,1,683.290.512,Cho vay ngắn hạn
955,3,b,2019,BID_financial_statements_2019_separate,1010,4,1,1.081.556.050,Tổng dư nợ cùng bảng kỳ hạn
955,4,a,2019,STB_financial_statements_2019_separate,1218,1,1,151.947.082,Cho vay ngắn hạn
955,4,b,2019,STB_financial_statements_2019_separate,1218,4,1,288.265.973,Tổng dư nợ cùng bảng kỳ hạn
873,1,a,2017,DXG_financial_statements_2017_consolidated,1556,4,1,249.899.843.281,Tổng chi phí thuế thu nhập doanh nghiệp
873,2,a,2018,DXG_financial_statements_2018_consolidated,1722,2,1,378.989.749.511,Tổng chi phí thuế thu nhập doanh nghiệp
873,3,a,2021,DXG_financial_statements_2021_consolidated,1743,4,1,920.963.012.980,Tổng chi phí thuế thu nhập doanh nghiệp
873,4,a,2023,DXG_financial_statements_2023_consolidated,1925,4,1,302.913.039.209,Tổng chi phí thuế thu nhập doanh nghiệp
873,5,a,2025,DXG_financial_statements_2025_consolidated,2247,4,1,129.585.473.059,Tổng chi phí thuế thu nhập doanh nghiệp
912,1,a,2022,VIF_financial_statements_2022_separate,1675,10,2,11.453.874.342,Tổng thu nhập HĐQT và Ban Tổng Giám đốc
912,2,a,2024,VIF_financial_statements_2024_separate,1772,12,2,8.829.704.230,Tổng thu nhập HĐQT và Ban Tổng Giám đốc
912,3,a,2025,VIF_financial_statements_2025_separate,1949,11,2,10.156.401.300,Tổng thu nhập HĐQT và Ban Tổng Giám đốc
950,1,a,2019,VRE_financial_statements_2019_separate,1374,4,1,201.798,Bảng giao dịch bên liên quan phần 1
950,1,b,2019,VRE_financial_statements_2019_separate,1389,3,1,2.827,Bảng giao dịch bên liên quan phần 2
950,1,c,2019,VRE_financial_statements_2019_separate,1404,3,1,1.020.000,Bảng giao dịch bên liên quan phần 3
950,2,a,2020,VRE_financial_statements_2020_separate,1368,9,1,239.365,Bảng giao dịch bên liên quan phần 1
950,2,b,2020,VRE_financial_statements_2020_separate,1389,3,1,159.612,Bảng giao dịch bên liên quan phần 2
950,2,c,2020,VRE_financial_statements_2020_separate,1406,4,1,550.294,Bảng giao dịch bên liên quan phần 3
950,3,a,2021,VRE_financial_statements_2021_separate,1274,4,1,209.514,Bảng giao dịch bên liên quan phần 1
950,3,b,2021,VRE_financial_statements_2021_separate,1289,4,1,295.000,Bảng giao dịch bên liên quan phần 2
950,4,a,2022,VRE_financial_statements_2022_separate,1396,4,1,155.982,Bảng giao dịch bên liên quan phần 1
950,4,b,2022,VRE_financial_statements_2022_separate,1411,6,1,3.600,Bảng giao dịch bên liên quan phần 2
950,4,c,2022,VRE_financial_statements_2022_separate,1428,7,1,880,Bảng giao dịch bên liên quan phần 3
995,1,a,2017,HAG_financial_statements_2017_consolidated,2196,8,3,641.674.018,Tổng phải thu ngắn hạn khách hàng bên liên quan
995,1,b,2017,HAG_financial_statements_2017_consolidated,2221,5,3,412.870.972,Tổng trả trước người bán bên liên quan
995,1,c,2017,HAG_financial_statements_2017_consolidated,2246,15,3,3.754.961.320,Tổng phải thu cho vay ngắn hạn bên liên quan
995,1,d,2017,HAG_financial_statements_2017_consolidated,2269,21,3,558.864.605,Tổng phải thu ngắn hạn khác bên liên quan
995,1,e,2017,HAG_financial_statements_2017_consolidated,2313,10,3,7.512.960.946,Tổng phải thu cho vay dài hạn bên liên quan
995,1,f,2017,HAG_financial_statements_2017_consolidated,2357,6,3,890.477.069,Tổng phải thu dài hạn khác bên liên quan
995,1,g,2017,HAG_financial_statements_2017_consolidated,2380,7,3,(279.061.680),Tổng phải trả người bán bên liên quan
995,1,h,2017,HAG_financial_statements_2017_consolidated,2380,12,3,(324.103.992),Tổng người mua trả trước bên liên quan
995,1,i,2017,HAG_financial_statements_2017_consolidated,2418,5,3,(2.144.930.519),Tổng phải trả ngắn hạn khác bên liên quan
995,1,j,2017,HAG_financial_statements_2017_consolidated,2418,9,3,(550.077.566),Tổng phải trả dài hạn khác bên liên quan
995,1,k,2017,HAG_financial_statements_2017_consolidated,2418,14,3,(317.914.300),Tổng vay bên liên quan
995,2,a,2018,HAG_financial_statements_2018_consolidated,4295,10,3,307.145.551,Tổng phải thu ngắn hạn khách hàng bên liên quan
995,2,b,2018,HAG_financial_statements_2018_consolidated,4324,5,3,33.621.109,Tổng trả trước người bán bên liên quan
995,2,c,2018,HAG_financial_statements_2018_consolidated,4347,14,3,633.710.952,Tổng phải thu cho vay ngắn hạn bên liên quan
995,2,d,2018,HAG_financial_statements_2018_consolidated,4372,17,3,457.258.949,Tổng phải thu ngắn hạn khác bên liên quan
995,2,e,2018,HAG_financial_statements_2018_consolidated,4424,6,3,6.130.524.711,Tổng phải thu cho vay dài hạn bên liên quan
995,2,f,2018,HAG_financial_statements_2018_consolidated,4472,6,3,329.540.303,Tổng phải thu dài hạn khác bên liên quan
995,2,g,2018,HAG_financial_statements_2018_consolidated,4499,9,3,37.850.378,Tổng phải trả người bán bên liên quan
995,2,h,2018,HAG_financial_statements_2018_consolidated,4549,11,3,202.914.128,Tổng phải trả ngắn hạn khác bên liên quan
995,2,i,2018,HAG_financial_statements_2018_consolidated,4549,19,3,844.725.774,Tổng phải trả dài hạn khác bên liên quan
995,2,j,2018,HAG_financial_statements_2018_consolidated,4570,10,3,612.995.000,Tổng vay bên liên quan
995,3,a,2019,HAG_financial_statements_2019_consolidated,2756,8,3,99.460.182,Tổng phải thu ngắn hạn khách hàng bên liên quan
995,3,b,2019,HAG_financial_statements_2019_consolidated,2781,4,3,2.299.803,Tổng trả trước người bán bên liên quan
995,3,c,2019,HAG_financial_statements_2019_consolidated,2806,9,3,2.052.173.055,Tổng phải thu cho vay ngắn hạn bên liên quan
995,3,d,2019,HAG_financial_statements_2019_consolidated,2831,7,3,268.744.714,Tổng phải thu ngắn hạn khác bên liên quan
995,3,e,2019,HAG_financial_statements_2019_consolidated,2856,6,3,7.453.259.203,Tổng phải thu cho vay dài hạn bên liên quan
995,3,f,2019,HAG_financial_statements_2019_consolidated,2881,4,3,734.688.234,Tổng phải thu dài hạn khác bên liên quan
995,3,g,2019,HAG_financial_statements_2019_consolidated,2904,8,3,75.636.870,Tổng phải trả người bán bên liên quan
995,3,h,2019,HAG_financial_statements_2019_consolidated,2923,15,3,275.123.017,Tổng phải trả ngắn hạn khác bên liên quan
995,3,i,2019,HAG_financial_statements_2019_consolidated,2944,8,3,285.000.000,Tổng phải trả dài hạn khác bên liên quan
1006,1,a,2025,NAB_financial_statements_2025_separate,2049,7,1,28,Thu nhập bình quân tháng nhân viên
1006,2,a,2025,ABB_financial_statements_2025_separate,2176,8,1,"34,51",Thu nhập bình quân tháng nhân viên
1006,3,a,2025,ACB_financial_statements_2025_separate,2113,7,1,453,Thu nhập bình quân năm nhân viên
1006,4,a,2025,STB_financial_statements_2025_separate,2327,6,1,"35,99",Thu nhập bình quân tháng nhân viên
862,1,a,2016,SCR_financial_statements_2016_consolidated,164,7,3,40.408.678.718,Chi phí tài chính trên báo cáo kết quả kinh doanh
862,2,a,2016,DIG_financial_statements_2016_consolidated,1932,5,5,(51.666.905.016),Chi phí tài chính tổng cộng theo bộ phận
862,3,a,2016,DXG_financial_statements_2016_consolidated,1697,8,5,(32.702.590.722),Chi phí tài chính tổng cộng theo khu vực
862,4,a,2016,KBC_financial_statements_2016_consolidated,276,7,3,(99.196.167.198),Chi phí tài chính trên báo cáo kết quả kinh doanh
862,5,a,2016,IJC_financial_statements_2016_consolidated,360,7,4,116.193.940.262,Chi phí tài chính trên báo cáo kết quả kinh doanh
871,1,a,2019,MPC_financial_statements_2019_consolidated,1534,2,1,(1.477.919.227),Phân bổ vào quỹ khen thưởng phúc lợi
871,2,a,2022,MPC_financial_statements_2022_consolidated,1660,2,1,(41.129.842.010),Phân bổ vào quỹ khen thưởng phúc lợi
871,3,a,2023,MPC_financial_statements_2023_consolidated,1393,2,1,25.688.629.546,Trích lập quỹ trong năm
871,4,a,2024,MPC_financial_statements_2024_consolidated,1421,2,1,38.776.065.470,Trích lập quỹ trong năm
892,1,a,2015,HAG_financial_statements_2015_consolidated,2458,16,2,2.313.976.917,Doanh thu khách hàng bên ngoài tại Lào
892,1,b,2015,HAG_financial_statements_2015_consolidated,2458,16,6,6.252.446.533,Tổng doanh thu khách hàng bên ngoài
892,2,a,2016,HAG_financial_statements_2016_consolidated,2448,16,2,2.506.968.190,Doanh thu khách hàng bên ngoài tại Lào
892,2,b,2016,HAG_financial_statements_2016_consolidated,2448,16,6,6.439.779.268,Tổng doanh thu khách hàng bên ngoài
892,3,a,2017,HAG_financial_statements_2017_consolidated,2619,14,2,1.331.396.451,Doanh thu khách hàng bên ngoài tại Lào
892,3,b,2017,HAG_financial_statements_2017_consolidated,2619,14,6,4.841.225.074,Tổng doanh thu khách hàng bên ngoài
892,4,a,2022,HAG_financial_statements_2022_consolidated,2449,13,2,677.685.411,Doanh thu khách hàng bên ngoài tại Lào
892,4,b,2022,HAG_financial_statements_2022_consolidated,2449,13,5,5.110.781.887,Tổng doanh thu khách hàng bên ngoài
894,1,a,2018,VCB_financial_statements_2018_separate,280,9,3,(2.496.616),Thuế thu nhập doanh nghiệp thực nộp trong năm
894,2,a,2020,VCB_financial_statements_2020_separate,317,9,2,(4.588.766),Thuế thu nhập doanh nghiệp thực nộp trong năm
894,3,a,2021,VCB_financial_statements_2021_separate,320,9,2,(5.708.091),Thuế thu nhập doanh nghiệp thực nộp trong năm
